v0
3.27381
2.20328
2.39047
2.31358
2.18852
2.30003
2.18526
2.12155
2.26276
2.27087
2.39227
2.18161
2.32307
2.29682
2.25209
2.28731
2.33217
2.32337
2.26281
2.27392
2.35615
2.2332
2.25802
2.23494
2.35832
2.22443
2.20709
2.11233
2.27415
2.08046
2.2249
2.18764
2.06232
2.2273
2.09991
2.13741
2.179
2.34802
2.17944
2.12586
2.21995
2.25859
2.20282
2.18018
2.33059
2.30988
2.26531
2.08511
2.34074
2.25803
2.08313
2.29863
2.36107
2.3759
2.20897
2.2998
2.22564
2.18235
2.09487
2.18456
2.30895
2.35203
2.25776
2.22988
2.26985
2.3548
2.24793
2.29854
2.23738
2.17646
2.30302
2.22381
2.29469
2.17732
2.25992
2.1267
2.14695
2.15885
2.21768
2.19146
2.20605
2.23252
2.1604
2.25758
2.3111
2.25211
2.22241
2.24515
2.18813
2.18409
2.31293
2.20574
2.25978
2.30063
2.13991
2.21581
2.3375
2.20531
2.29148
2.3335
2.25058
2.36544
2.31608
2.19913
2.22229
2.28495
2.20914
2.16557
2.26079
2.37861
2.29152
2.24295
2.24609
2.20792
2.22132
2.16358
2.30847
2.27643
2.21106
2.26047
2.23766
2.2097
2.23525
2.32464
2.30481
2.14702
2.27565
2.24006
2.18568
2.17384
2.25209
2.21234
2.12303
2.19438
2.28323
2.31311
2.35425
2.26744
2.21999
2.13615
2.22178
2.1219
2.19385
2.1253
2.30933
2.25034
2.22221
2.18826
2.24479
2.18074
2.12922
2.24957
2.0997
2.26101
2.19623
2.27099
2.27985
2.26647
2.29468
2.27437
2.18927
2.1913
2.36729
2.27238
2.24484
2.22061
2.14969
2.23964
2.26027
2.34991
2.22806
2.2693
2.17939
2.2366
2.26663
2.30718
2.39961
2.25842
2.27314
2.22779
2.30265
2.19145
2.32273
2.22771
2.08501
2.25318
2.35112
2.25457
2.22609
2.11129
2.09569
2.12323
2.21978
2.24002
2.26593
2.14032
2.33905
2.2564
2.19622
2.1751
2.22133
2.25864
2.28631
2.26319
2.16852
2.18574
2.10545
2.13731
2.21932
2.32627
2.35578
2.1975
2.23199
2.18043
2.24074
2.08217
2.23353
2.19499
2.02685
2.20356
2.35623
2.20234
2.152
2.25617
2.34562
2.15557
2.28617
2.24433
2.3021
2.08302
2.15907
2.12803
2.16674
2.26747
2.36572
2.16382
2.16512
2.19114
2.26858
2.27965
2.21356
2.24966
2.32603
2.28966
2.34955
2.27204
2.26865
2.10705
2.1369
2.17898
2.32335
2.28766
2.24149
2.28219
2.1176
2.19663
2.19479
2.30575
2.19031
2.16564
2.21273
2.15747
2.24057
2.34523
2.28714
2.27507
2.37564
2.26824
2.19542
2.26258
2.2132
2.26717
2.29498
2.2002
2.19818
2.17211
2.12765
2.19325
2.22775
2.16259
2.30214
2.35723
2.35099
2.31322
2.25172
2.06907
2.24177
2.25016
2.24844
2.29288
2.25492
2.26677
2.27783
2.35469
2.29614
2.30581
2.19816
2.31159
2.23284
2.21687
2.30967
2.25721
2.13998
2.16893
2.31473
2.12916
2.14763
2.23836
2.25962
2.23008
2.27485
2.16633
2.31619
2.09389
2.15509
2.16368
2.33573
2.28476
2.30572
2.27009
2.25024
2.08932
2.10856
2.31216
2.28139
2.28681
2.25864
2.27763
2.19796
2.21244
2.16323
2.20878
2.15313
2.08275
2.27712
2.2536
2.32868
2.24065
2.16887
2.14664
2.17249
2.25341
2.26487
2.27508
2.24249
2.42887
2.41746
2.21698
2.1204
2.16066
2.2142
2.13091
2.28569
2.37023
2.16645
2.12531
2.0628
2.13071
2.27582
2.18448
2.0981
2.33583
2.18843
2.21559
2.36679
2.21732
2.23902
2.18513
