v0
0.623688
0.284884
0.308621
0.270769
0.226638
0.235171
0.307838
0.306945
0.266417
0.310389
0.298084
0.340344
0.403405
0.325093
0.223387
0.325993
0.307594
0.321265
0.227211
0.291733
0.259467
0.244248
0.322064
0.333402
0.245773
0.387795
0.274154
0.235865
0.230189
0.257388
0.219911
0.303111
0.245306
0.236069
0.348224
0.34851
0.210907
0.307567
0.307533
0.242381
0.232922
0.323681
0.285857
0.272147
0.22269
0.237624
0.225747
0.431386
0.282666
0.239405
0.237281
0.307877
0.269412
0.29234
0.478066
0.231615
0.299869
0.223773
0.246919
0.255609
0.260998
0.310421
0.307738
0.499109
0.351483
0.271484
0.246169
0.280531
0.242366
0.292768
0.364673
0.217735
0.266729
0.281646
0.377064
0.268806
0.338099
0.219969
0.248572
0.244173
0.240994
0.282147
0.300142
0.254376
0.247975
0.222879
0.293383
0.235543
0.282883
0.274175
0.345062
0.288559
0.282517
0.240225
0.223084
0.280727
0.275638
0.269383
0.224903
0.270022
0.215592
0.26649
0.366459
0.405068
0.254762
0.248545
0.281825
0.287255
0.342211
0.251022
0.272363
0.340234
0.305982
0.243453
0.264963
0.232809
0.376001
0.234399
0.285568
0.367581
0.2163
0.31004
0.283546
0.272096
0.354837
0.255682
0.307611
0.243839
0.397274
0.277757
0.218521
0.245974
0.324415
0.354263
0.235933
0.304071
0.301367
0.253546
0.268673
0.246222
0.225415
0.251268
0.24309
0.213349
0.232455
0.303117
0.235811
0.372359
0.282141
0.243031
0.266257
0.228894
0.327476
0.252042
0.388175
0.353821
0.237746
0.288255
0.22098
0.228487
0.246003
0.226537
0.300745
0.332808
0.219735
0.31783
0.245628
0.347606
0.344785
0.27785
0.243718
0.304213
0.37209
0.239839
0.24158
0.223795
0.232505
0.218028
0.37443
0.305081
0.229814
0.245687
0.290253
0.495711
0.266141
0.314435
0.255477
0.289788
0.318094
0.312401
0.250329
0.266807
0.256342
0.273101
0.314986
0.223537
0.224416
0.230132
0.251823
0.258379
0.236192
0.237933
0.257544
0.292537
0.416288
0.287982
0.338176
0.245145
0.232898
0.28073
0.307971
0.25337
0.246654
0.265829
0.277629
0.314707
0.315339
0.232767
0.224611
0.275764
0.242324
0.252545
0.323976
0.222295
0.330537
0.288024
0.282181
0.228908
0.287737
0.218667
0.241839
0.32843
0.327393
0.260482
0.232787
0.344987
0.323566
0.259006
0.267694
0.235369
0.267344
0.243954
0.265705
0.246845
0.273494
0.224287
0.260237
0.330618
0.277021
0.280642
0.285798
0.269675
0.248911
0.29349
0.33465
0.234066
0.223493
0.254434
0.287204
0.235182
0.229446
0.233213
0.228566
0.233367
0.288268
0.25319
0.243989
0.235799
0.222642
0.266367
0.219362
0.250694
0.32231
0.357314
0.30414
0.25283
0.240812
0.282766
0.259528
0.246517
0.362551
0.231454
0.467831
0.271026
0.233219
0.320385
0.320933
0.250142
0.270169
0.253189
0.281671
0.303498
0.227535
0.315313
0.264068
0.219485
0.261783
0.28284
0.260289
0.270427
0.227817
0.252525
0.273173
0.308426
0.298007
0.245635
0.286759
0.291613
0.241571
0.313477
0.228332
0.300122
0.240802
0.253457
