0.75341,-0.40709,0,0,0,0.03189,1.4715
-0.014215,0.81641,0,0,0,0.025032,0.92848
-0.027548,-0.16565,1,0.46296,0.10717,-0.0067666,-0.1143
0.0002575,-0.030147,0,1,0.46296,-0.00092469,-0.015592
0,0,0,0,1,0,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
