0.75341,-0.40709,0,0,0,0.77428,0.72906
-0.014215,0.81641,0,0,0,0.53563,0.41788
-0.027548,-0.16565,1,0.46296,0.10717,-0.099765,-0.021303
0.0002575,-0.030147,0,1,0.46296,-0.013617,-0.0028987
0,0,0,0,1,0,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
