0.86693,-0.23007,0,0,0,0.3375,0.52996,0,0,0,0
-0.0080333,0.90253,0,0,0,0.20721,0.29764,0,0,0,0
-0.015139,-0.086972,1,0.23148,0.026792,-0.020908,-0.010609,-0,-0,-0,-0
6.978e-05,-0.015837,0,1,0.23148,-0.002848,-0.0014427,-0,-0,-0,-0
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
