0,0,0,0,1,0,0,0,0
-0.00039423,0.00061483,-0.13501,0.99084,0,2.6604e-05,0,0,0
0.3502,-0.63584,-0.68156,-0.092333,0,-0.0043976,0,0,0
-0.4452,0.52949,-0.71011,-0.097265,0,0.087903,0,0,0
0.60639,0.46155,-0.11281,-0.0154,0,-0.63741,0,0,0
0.55808,0.31988,-0.016307,-0.0022189,0,0.76548,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1
