0.65642,-0.54074,0,0,0,1.1282
-0.018882,0.7401,0,0,0,0.87662
-0.037658,-0.23747,1,0.69444,0.24113,-0.23412
0.0005352,-0.043105,0,1,0.69444,-0.031995
0,0,0,0,1,0
0,0,0,0,0,0
