0,0,0,0,1,0,0,0
-0.0033437,0.0058823,-0.12971,0.99153,0,7.5528e-05,0,0
0.36907,-0.65648,-0.65294,-0.080277,0,-0.0072451,0,0
-0.45621,0.48483,-0.73397,-0.10044,0,0.089537,0,0
0.67125,0.51891,-0.13436,-0.018353,0,-0.51163,0,0
0.45285,0.25433,-0.0090655,-0.0012327,0,0.8545,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1
