-4.500000000435878178e+01,6.450056535351458820e+01
-4.422182119934714706e+01,7.240174369845368574e+01
-4.191714796583188729e+01,7.999928690516347274e+01
-3.817454801658790586e+01,8.700122428784713691e+01
-3.313784803928434997e+01,9.313847406520947914e+01
-2.700060649176943883e+01,9.817518407061584185e+01
-1.999867522440794687e+01,1.019177954608418304e+02
-1.240113578348555379e+01,1.042224811085457645e+02
-4.499958710081316759e+00,1.050006728238801657e+02
-4.499958710081316759e+00,1.050006728238801657e+02
5.475000412861946870e+02,1.049986452146631137e+02
5.475000412861946870e+02,1.049986452146631137e+02
5.554012204245726707e+02,1.042204744658142914e+02
5.629987659811586127e+02,1.019158089788715955e+02
5.700007071798509060e+02,9.817321616891211988e+01
5.761379620927064025e+02,9.313652244924502099e+01
5.811746783557356366e+02,8.699928603723992637e+01
5.849172968852359418e+02,7.999735858590595683e+01
5.872219902795062580e+02,7.239982149488028540e+01
5.880001900510013684e+02,6.449864521493634584e+01
5.880001900510013684e+02,6.449864521493634584e+01
5.879996831486971587e+02,-4.501354783201705345e+00
5.879996831486971587e+02,-4.501354783201705345e+00
5.872214833772020484e+02,-1.240253106314564491e+01
5.849167899829318458e+02,-2.000006815417131634e+01
5.811741714534314269e+02,-2.700199560550530009e+01
5.761374551904021928e+02,-3.313923201751038050e+01
5.700002002775466963e+02,-3.817592573717749360e+01
5.629982590788544030e+02,-4.191851854713695502e+01
5.554007135222684610e+02,-4.422318403407966514e+01
5.474995343838904773e+02,-4.500135478292848745e+01
5.474995343838904773e+02,-4.500135478292848745e+01
6.449953438662851113e+01,-4.500298109448802109e+01
